accountId,bank,accountType,balance,latitude,longitude
acc529,BankL,PERSONAL,56769,48.85,2.35
acc530,BankI,MERCHANT,31475,34.05,-118.24
acc531,BankJ,MERCHANT,34791,51.51,-0.13
acc532,BankA,PERSONAL,76757,28.61,77.2
acc533,BankD,PERSONAL,50155,51.51,-0.13
acc534,BankW,PREPAID,54588,52.52,13.4
acc535,BankD,BUSINESS,56846,-6.21,106.85
acc536,BankI,PREPAID,71268,37.77,-122.42
acc537,BankS,PREPAID,81200,35.68,139.69
acc538,BankV,MERCHANT,99955,51.51,-0.13
acc539,BankN,MERCHANT,24425,52.52,13.4
acc540,BankR,MERCHANT,34263,35.68,139.69
acc541,BankS,PREPAID,93470,37.77,-122.42
acc542,BankX,BUSINESS,87413,34.05,-118.24
acc543,BankX,BUSINESS,59536,48.85,2.35
acc544,BankD,BUSINESS,67629,37.77,-122.42
acc545,BankZ,PREPAID,73165,-6.21,106.85
acc546,BankW,PERSONAL,22068,37.77,-122.42
acc547,BankU,PERSONAL,12939,48.85,2.35
acc548,BankP,MERCHANT,12552,34.05,-118.24
acc549,BankI,BUSINESS,49606,34.05,-118.24
acc550,BankT,PERSONAL,95960,37.77,-122.42
acc551,BankM,PREPAID,94271,-6.21,106.85
acc552,BankB,BUSINESS,84924,55.75,37.62
acc553,BankO,PERSONAL,27438,28.61,77.2
acc554,BankJ,BUSINESS,5405,-6.21,106.85
acc555,BankQ,BUSINESS,81634,48.85,2.35
acc556,BankV,PERSONAL,48151,51.51,-0.13
acc557,BankU,PERSONAL,21636,34.05,-118.24
acc558,BankI,MERCHANT,47285,37.77,-122.42
acc559,BankM,BUSINESS,68861,40.71,-74.01
acc560,BankX,PERSONAL,12818,28.61,77.2
acc561,BankJ,PREPAID,46544,35.68,139.69
acc562,BankH,BUSINESS,60606,37.77,-122.42
acc563,BankS,PERSONAL,35223,48.85,2.35
acc564,BankN,PERSONAL,74220,34.05,-118.24
acc565,BankQ,PREPAID,45560,34.05,-118.24
acc566,BankZ,PREPAID,71504,-6.21,106.85
acc567,BankI,MERCHANT,50424,-6.21,106.85
acc568,BankP,BUSINESS,45520,55.75,37.62
acc569,BankV,MERCHANT,77916,40.71,-74.01
acc570,BankP,PERSONAL,34792,34.05,-118.24
acc571,BankM,BUSINESS,89724,51.51,-0.13
acc572,BankZ,PREPAID,55057,52.52,13.4
acc573,BankQ,PERSONAL,92857,35.68,139.69
acc574,BankH,PREPAID,13190,37.77,-122.42
acc575,BankV,PREPAID,10965,28.61,77.2
acc576,BankF,MERCHANT,42139,52.52,13.4
acc577,BankG,PREPAID,24957,51.51,-0.13
acc578,BankP,BUSINESS,31783,51.51,-0.13
acc579,BankI,BUSINESS,31042,51.51,-0.13
acc580,BankH,PREPAID,21446,34.05,-118.24
acc581,BankD,PERSONAL,89580,55.75,37.62
acc582,BankT,PERSONAL,71972,40.71,-74.01
acc583,BankP,PREPAID,82352,52.52,13.4
acc584,BankP,PREPAID,65330,48.85,2.35
acc585,BankY,PREPAID,53150,51.51,-0.13
acc586,BankY,BUSINESS,8097,28.61,77.2
acc587,BankZ,MERCHANT,63694,28.61,77.2
acc588,BankB,PREPAID,52605,48.85,2.35
acc589,BankO,PERSONAL,92520,28.61,77.2
acc590,BankO,PREPAID,91336,40.71,-74.01
acc591,BankA,BUSINESS,50732,-6.21,106.85
acc592,BankD,PREPAID,48395,-6.21,106.85
acc593,BankI,BUSINESS,72901,35.68,139.69
acc594,BankH,PREPAID,62780,-6.21,106.85
acc595,BankK,PREPAID,25105,55.75,37.62
acc596,BankN,BUSINESS,55931,52.52,13.4
acc597,BankL,MERCHANT,37651,55.75,37.62
acc598,BankF,BUSINESS,76483,51.51,-0.13
acc599,BankD,PREPAID,31907,28.61,77.2
acc600,BankN,MERCHANT,26698,48.85,2.35
acc601,BankZ,BUSINESS,62995,40.71,-74.01
acc602,BankF,MERCHANT,66483,48.85,2.35
acc603,BankU,PREPAID,64782,35.68,139.69
acc604,BankI,PERSONAL,53219,34.05,-118.24
acc605,BankW,BUSINESS,8869,51.51,-0.13
acc606,BankI,MERCHANT,83557,34.05,-118.24
acc607,BankO,PREPAID,35048,52.52,13.4
acc608,BankL,PREPAID,46107,40.71,-74.01
acc609,BankN,PERSONAL,47018,-6.21,106.85
acc610,BankG,BUSINESS,38304,52.52,13.4
acc611,BankK,MERCHANT,97537,55.75,37.62
acc612,BankC,MERCHANT,81434,35.68,139.69
acc613,BankO,BUSINESS,22964,52.52,13.4
acc614,BankN,MERCHANT,10351,34.05,-118.24
acc615,BankF,PREPAID,30912,52.52,13.4
acc616,BankK,PREPAID,94117,35.68,139.69
acc617,BankT,MERCHANT,36553,55.75,37.62
acc618,BankY,PREPAID,99028,-6.21,106.85
acc619,BankQ,MERCHANT,55262,48.85,2.35
acc620,BankF,PERSONAL,17389,51.51,-0.13
acc621,BankV,PREPAID,98501,34.05,-118.24
acc622,BankG,BUSINESS,53041,34.05,-118.24
acc623,BankD,PERSONAL,63021,28.61,77.2
acc624,BankB,PERSONAL,53037,28.61,77.2
acc625,BankY,PERSONAL,14622,35.68,139.69
acc626,BankT,BUSINESS,12050,37.77,-122.42
acc627,BankJ,BUSINESS,33426,35.68,139.69
acc628,BankO,BUSINESS,18206,28.61,77.2
acc629,BankF,PERSONAL,5607,52.52,13.4
acc630,BankK,MERCHANT,62235,28.61,77.2
acc631,BankI,MERCHANT,18709,28.61,77.2
acc632,BankF,MERCHANT,83712,-6.21,106.85
acc633,BankN,PREPAID,46504,55.75,37.62
acc634,BankR,BUSINESS,12738,55.75,37.62
acc635,BankJ,PREPAID,55028,35.68,139.69
acc636,BankE,PREPAID,2383,40.71,-74.01
acc637,BankQ,BUSINESS,46073,35.68,139.69
acc638,BankP,PERSONAL,91147,55.75,37.62
acc639,BankY,MERCHANT,40270,40.71,-74.01
acc640,BankY,MERCHANT,39393,-6.21,106.85
acc641,BankH,PERSONAL,72855,52.52,13.4
acc642,BankG,MERCHANT,74472,37.77,-122.42
acc643,BankM,BUSINESS,22400,37.77,-122.42
acc644,BankM,BUSINESS,35469,34.05,-118.24
acc645,BankN,BUSINESS,68713,-6.21,106.85
acc646,BankZ,PREPAID,38313,28.61,77.2
acc647,BankZ,PREPAID,55120,51.51,-0.13
acc648,BankC,BUSINESS,18907,35.68,139.69
acc649,BankD,MERCHANT,81967,55.75,37.62
acc650,BankI,MERCHANT,25613,52.52,13.4
acc651,BankA,BUSINESS,7505,28.61,77.2
acc652,BankA,BUSINESS,14405,35.68,139.69
acc653,BankI,BUSINESS,94742,55.75,37.62
acc654,BankX,PERSONAL,31514,34.05,-118.24
acc655,BankE,PERSONAL,65694,51.51,-0.13
acc656,BankK,MERCHANT,41838,55.75,37.62
acc657,BankL,MERCHANT,92348,40.71,-74.01
acc658,BankK,PERSONAL,99378,48.85,2.35
acc659,BankB,PREPAID,52435,34.05,-118.24
acc660,BankR,MERCHANT,24803,51.51,-0.13
acc661,BankI,MERCHANT,2653,34.05,-118.24
acc662,BankY,BUSINESS,51436,55.75,37.62
acc663,BankH,PERSONAL,27106,55.75,37.62
acc664,BankX,PERSONAL,69306,51.51,-0.13
acc665,BankP,MERCHANT,90318,35.68,139.69
acc666,BankK,BUSINESS,83465,40.71,-74.01
acc667,BankX,PERSONAL,34202,55.75,37.62
acc668,BankU,PREPAID,27047,52.52,13.4
acc669,BankB,BUSINESS,15801,51.51,-0.13
acc670,BankU,MERCHANT,43534,40.71,-74.01
acc671,BankF,PREPAID,77637,34.05,-118.24
acc672,BankM,BUSINESS,2170,40.71,-74.01
acc673,BankS,MERCHANT,91230,-6.21,106.85
acc674,BankE,PREPAID,12728,51.51,-0.13
acc675,BankF,MERCHANT,12980,-6.21,106.85
acc676,BankK,PERSONAL,8834,52.52,13.4
acc677,BankU,BUSINESS,92924,28.61,77.2
acc678,BankZ,PERSONAL,17492,55.75,37.62
acc679,BankH,PREPAID,74184,52.52,13.4
acc680,BankZ,MERCHANT,97100,51.51,-0.13
acc681,BankA,MERCHANT,47945,48.85,2.35
acc682,BankI,PERSONAL,64609,55.75,37.62
acc683,BankR,PREPAID,72137,55.75,37.62
acc684,BankG,BUSINESS,72253,52.52,13.4
acc685,BankK,MERCHANT,37087,-6.21,106.85
acc686,BankR,BUSINESS,10027,28.61,77.2
acc687,BankE,MERCHANT,39754,35.68,139.69
acc688,BankR,PREPAID,60517,40.71,-74.01
acc689,BankY,MERCHANT,97161,48.85,2.35
acc690,BankA,PREPAID,82290,51.51,-0.13
acc691,BankK,PERSONAL,87283,28.61,77.2
acc692,BankM,BUSINESS,69690,55.75,37.62
acc693,BankY,BUSINESS,81352,35.68,139.69
acc694,BankK,MERCHANT,85004,52.52,13.4
acc695,BankD,PERSONAL,69576,34.05,-118.24
acc696,BankB,BUSINESS,24414,40.71,-74.01
acc697,BankG,PERSONAL,64618,51.51,-0.13
acc698,BankD,PERSONAL,75843,37.77,-122.42
acc699,BankV,MERCHANT,69920,-6.21,106.85
acc700,BankW,PREPAID,7433,52.52,13.4
acc701,BankH,PERSONAL,2715,51.51,-0.13
acc702,BankU,MERCHANT,11480,55.75,37.62
acc703,BankZ,PERSONAL,48307,28.61,77.2
acc704,BankX,MERCHANT,49374,40.71,-74.01
acc705,BankT,PREPAID,70339,40.71,-74.01
acc706,BankX,PERSONAL,40833,34.05,-118.24
acc707,BankG,PERSONAL,14267,51.51,-0.13
acc708,BankR,MERCHANT,25832,51.51,-0.13
acc709,BankQ,BUSINESS,75714,48.85,2.35
acc710,BankR,MERCHANT,98793,34.05,-118.24
acc711,BankY,PREPAID,89407,55.75,37.62
acc712,BankW,MERCHANT,14644,48.85,2.35
acc713,BankZ,BUSINESS,73085,37.77,-122.42
acc714,BankQ,PREPAID,87184,48.85,2.35
acc715,BankR,MERCHANT,47179,52.52,13.4
acc716,BankR,PREPAID,49722,37.77,-122.42
acc717,BankY,MERCHANT,96140,52.52,13.4
acc718,BankT,BUSINESS,74812,28.61,77.2
acc719,BankG,MERCHANT,73120,35.68,139.69
acc720,BankL,MERCHANT,59654,37.77,-122.42
acc721,BankA,PERSONAL,38287,-6.21,106.85
acc722,BankA,BUSINESS,40562,40.71,-74.01
acc723,BankJ,BUSINESS,29157,52.52,13.4
acc724,BankA,PREPAID,73569,28.61,77.2
acc725,BankR,BUSINESS,13358,40.71,-74.01
acc726,BankO,PREPAID,21461,48.85,2.35
acc727,BankI,PREPAID,77304,51.51,-0.13
acc728,BankH,PREPAID,40361,34.05,-118.24
acc729,BankS,MERCHANT,75588,51.51,-0.13
acc730,BankX,PERSONAL,95841,52.52,13.4
acc731,BankZ,MERCHANT,23662,55.75,37.62
acc732,BankW,PERSONAL,79018,35.68,139.69
acc733,BankB,MERCHANT,11286,40.71,-74.01
acc734,BankY,PREPAID,46603,37.77,-122.42
acc735,BankN,PERSONAL,30716,-6.21,106.85
acc736,BankA,MERCHANT,8094,35.68,139.69
acc737,BankQ,PERSONAL,42853,28.61,77.2
acc738,BankS,BUSINESS,43838,28.61,77.2
acc739,BankW,BUSINESS,21079,40.71,-74.01
acc740,BankV,MERCHANT,59407,-6.21,106.85
acc741,BankS,PERSONAL,30109,37.77,-122.42
acc742,BankJ,MERCHANT,20400,48.85,2.35
acc743,BankK,PERSONAL,63371,-6.21,106.85
acc744,BankX,PERSONAL,72847,37.77,-122.42
acc745,BankI,PERSONAL,53235,28.61,77.2
acc746,BankN,BUSINESS,18677,55.75,37.62
acc747,BankR,BUSINESS,64944,37.77,-122.42
acc748,BankU,BUSINESS,74553,-6.21,106.85
acc749,BankX,BUSINESS,32760,34.05,-118.24
acc750,BankI,MERCHANT,43390,-6.21,106.85
acc751,BankC,PERSONAL,89047,37.77,-122.42
acc752,BankN,PREPAID,46653,51.51,-0.13
acc753,BankK,PREPAID,78840,40.71,-74.01
acc754,BankY,PREPAID,23184,52.52,13.4
acc755,BankT,MERCHANT,82681,48.85,2.35
acc756,BankO,PERSONAL,31603,51.51,-0.13
acc757,BankV,PREPAID,21446,34.05,-118.24
acc758,BankD,PERSONAL,32856,-6.21,106.85
acc759,BankE,PREPAID,2800,52.52,13.4
acc760,BankW,PERSONAL,40992,55.75,37.62
acc761,BankP,PERSONAL,44499,51.51,-0.13
acc762,BankX,BUSINESS,27712,28.61,77.2
acc763,BankQ,PREPAID,72932,55.75,37.62
acc764,BankT,BUSINESS,92104,40.71,-74.01
acc765,BankM,PERSONAL,34483,48.85,2.35
acc766,BankB,PREPAID,27305,-6.21,106.85
acc767,BankI,PERSONAL,61943,40.71,-74.01
acc768,BankC,MERCHANT,87556,35.68,139.69
acc769,BankV,PREPAID,15141,40.71,-74.01
acc770,BankJ,MERCHANT,31299,37.77,-122.42
acc771,BankQ,PERSONAL,42347,55.75,37.62
acc772,BankT,PERSONAL,25434,51.51,-0.13
acc773,BankQ,MERCHANT,74490,40.71,-74.01
acc774,BankB,BUSINESS,70391,35.68,139.69
acc775,BankK,MERCHANT,52563,48.85,2.35
acc776,BankA,PREPAID,90694,52.52,13.4
acc777,BankL,PREPAID,31959,28.61,77.2
acc778,BankI,PERSONAL,83023,35.68,139.69
acc779,BankM,PERSONAL,73737,35.68,139.69
acc780,BankH,BUSINESS,45798,37.77,-122.42
acc781,BankV,BUSINESS,12507,37.77,-122.42
acc782,BankQ,BUSINESS,55700,51.51,-0.13
acc783,BankS,BUSINESS,56897,35.68,139.69
acc784,BankT,PREPAID,59873,28.61,77.2
acc785,BankE,BUSINESS,86520,48.85,2.35
acc786,BankS,BUSINESS,19102,35.68,139.69
acc787,BankW,BUSINESS,57369,48.85,2.35
acc788,BankU,BUSINESS,42614,34.05,-118.24
acc789,BankR,PERSONAL,25134,52.52,13.4
acc790,BankE,PERSONAL,42771,37.77,-122.42
acc791,BankN,PREPAID,59065,35.68,139.69
acc792,BankE,BUSINESS,14994,48.85,2.35
acc793,BankF,PERSONAL,81213,-6.21,106.85
acc794,BankI,BUSINESS,79166,51.51,-0.13
acc795,BankH,PERSONAL,48089,34.05,-118.24
acc796,BankW,MERCHANT,18575,28.61,77.2
acc797,BankT,MERCHANT,94325,52.52,13.4
acc798,BankF,MERCHANT,65414,55.75,37.62
acc799,BankE,BUSINESS,26330,51.51,-0.13
acc800,BankB,MERCHANT,2967,35.68,139.69
acc801,BankN,BUSINESS,98303,51.51,-0.13
acc802,BankY,BUSINESS,9668,48.85,2.35
acc803,BankO,MERCHANT,91159,52.52,13.4
acc804,BankO,BUSINESS,57040,37.77,-122.42
acc805,BankY,PERSONAL,80682,37.77,-122.42
acc806,BankX,PREPAID,52662,-6.21,106.85
acc807,BankX,PERSONAL,69242,34.05,-118.24
acc808,BankO,MERCHANT,6559,51.51,-0.13
acc809,BankQ,MERCHANT,97360,40.71,-74.01
acc810,BankR,MERCHANT,68649,40.71,-74.01
acc811,BankG,PREPAID,58613,37.77,-122.42
acc812,BankJ,PREPAID,61469,48.85,2.35
acc813,BankN,PREPAID,81364,40.71,-74.01
acc814,BankW,BUSINESS,61762,55.75,37.62
acc815,BankC,PERSONAL,24562,-6.21,106.85
acc816,BankW,BUSINESS,52520,37.77,-122.42
acc817,BankK,MERCHANT,4265,48.85,2.35
acc818,BankO,BUSINESS,60596,34.05,-118.24
acc819,BankI,PREPAID,91664,48.85,2.35
acc820,BankW,PERSONAL,12952,34.05,-118.24
acc821,BankW,MERCHANT,84109,52.52,13.4
acc822,BankC,MERCHANT,96272,28.61,77.2
acc823,BankT,BUSINESS,50634,28.61,77.2
acc824,BankM,PERSONAL,23398,52.52,13.4
acc825,BankS,BUSINESS,22249,48.85,2.35
acc826,BankF,PERSONAL,55995,35.68,139.69
acc827,BankJ,MERCHANT,38851,48.85,2.35
acc828,BankD,BUSINESS,27588,40.71,-74.01
acc829,BankT,PREPAID,2600,55.75,37.62
acc830,BankP,MERCHANT,72237,40.71,-74.01
acc831,BankT,MERCHANT,32179,51.51,-0.13
acc832,BankS,MERCHANT,60472,37.77,-122.42
acc833,BankO,PERSONAL,79802,-6.21,106.85
acc834,BankA,BUSINESS,72741,35.68,139.69
acc835,BankT,BUSINESS,7411,48.85,2.35
acc836,BankE,PERSONAL,86626,52.52,13.4
acc837,BankB,BUSINESS,5250,-6.21,106.85
acc838,BankT,PREPAID,44399,34.05,-118.24
acc839,BankB,PERSONAL,55651,48.85,2.35
acc840,BankF,PREPAID,81096,-6.21,106.85
acc841,BankS,BUSINESS,60682,-6.21,106.85
acc842,BankL,PERSONAL,13206,35.68,139.69
acc843,BankK,PREPAID,50668,34.05,-118.24
acc844,BankY,MERCHANT,73151,34.05,-118.24
acc845,BankJ,MERCHANT,18635,34.05,-118.24
acc846,BankW,PREPAID,44150,28.61,77.2
acc847,BankN,BUSINESS,92203,51.51,-0.13
acc848,BankT,PERSONAL,15326,-6.21,106.85
acc849,BankX,PERSONAL,64394,-6.21,106.85
acc850,BankZ,PREPAID,56974,-6.21,106.85
acc851,BankK,PREPAID,69864,-6.21,106.85
acc852,BankT,PREPAID,18001,-6.21,106.85
acc853,BankS,MERCHANT,69118,55.75,37.62
acc854,BankP,BUSINESS,80876,51.51,-0.13
acc855,BankW,PREPAID,26369,40.71,-74.01
acc856,BankD,PERSONAL,61933,34.05,-118.24
acc857,BankX,BUSINESS,81649,37.77,-122.42
acc858,BankN,PERSONAL,44750,52.52,13.4
acc859,BankR,BUSINESS,2480,51.51,-0.13
acc860,BankW,PREPAID,34347,34.05,-118.24
acc861,BankJ,PREPAID,67412,28.61,77.2
acc862,BankK,PERSONAL,15920,52.52,13.4
acc863,BankK,MERCHANT,95948,-6.21,106.85
acc864,BankT,PERSONAL,24020,51.51,-0.13
acc865,BankK,PREPAID,89142,55.75,37.62
acc866,BankP,PERSONAL,85626,48.85,2.35
acc867,BankP,BUSINESS,83208,55.75,37.62
acc868,BankR,PREPAID,61616,37.77,-122.42
acc869,BankX,PERSONAL,69298,35.68,139.69
acc870,BankS,PREPAID,73768,28.61,77.2
acc871,BankA,BUSINESS,76680,52.52,13.4
acc872,BankZ,PREPAID,9678,48.85,2.35
acc873,BankI,PERSONAL,45453,37.77,-122.42
acc874,BankU,BUSINESS,75839,-6.21,106.85
acc875,BankM,BUSINESS,79012,34.05,-118.24
acc876,BankZ,PREPAID,93440,52.52,13.4
acc877,BankW,PERSONAL,36585,37.77,-122.42
acc878,BankC,MERCHANT,32148,52.52,13.4
acc879,BankO,PREPAID,29329,28.61,77.2
acc880,BankJ,BUSINESS,15710,52.52,13.4
acc881,BankZ,PERSONAL,27489,34.05,-118.24
acc882,BankO,PERSONAL,64263,28.61,77.2
acc883,BankE,BUSINESS,45579,55.75,37.62
acc884,BankX,PREPAID,43904,48.85,2.35
acc885,BankY,PERSONAL,68652,48.85,2.35
acc886,BankG,PERSONAL,61210,37.77,-122.42
acc887,BankW,PERSONAL,1538,35.68,139.69
acc888,BankB,PERSONAL,44684,55.75,37.62
acc889,BankB,PERSONAL,69233,35.68,139.69
acc890,BankA,PREPAID,84735,51.51,-0.13
acc891,BankK,BUSINESS,26237,35.68,139.69
acc892,BankI,PREPAID,58817,34.05,-118.24
acc893,BankI,BUSINESS,21643,35.68,139.69
acc894,BankD,PERSONAL,82650,28.61,77.2
acc895,BankQ,PERSONAL,28076,28.61,77.2
acc896,BankL,PREPAID,36527,48.85,2.35
acc897,BankW,PREPAID,76246,51.51,-0.13
acc898,BankF,PERSONAL,41812,-6.21,106.85
acc899,BankK,MERCHANT,7648,48.85,2.35
acc900,BankA,MERCHANT,89538,40.71,-74.01
acc901,BankD,MERCHANT,8051,34.05,-118.24
acc902,BankN,MERCHANT,24459,-6.21,106.85
acc903,BankS,MERCHANT,81781,52.52,13.4
acc904,BankJ,PREPAID,26971,28.61,77.2
acc905,BankC,MERCHANT,75421,48.85,2.35
acc906,BankC,MERCHANT,13748,55.75,37.62
acc907,BankJ,MERCHANT,62675,51.51,-0.13
acc908,BankH,BUSINESS,81863,35.68,139.69
acc909,BankL,MERCHANT,25032,52.52,13.4
acc910,BankZ,PREPAID,60412,55.75,37.62
acc911,BankA,PERSONAL,63303,34.05,-118.24
acc912,BankL,MERCHANT,61455,48.85,2.35
acc913,BankJ,PREPAID,80225,-6.21,106.85
acc914,BankE,PERSONAL,54174,34.05,-118.24
acc915,BankK,PERSONAL,40599,28.61,77.2
acc916,BankO,MERCHANT,78402,37.77,-122.42
acc917,BankH,BUSINESS,72820,48.85,2.35
acc918,BankP,MERCHANT,9658,52.52,13.4
acc919,BankG,MERCHANT,58062,-6.21,106.85
acc920,BankZ,PREPAID,72372,51.51,-0.13
acc921,BankF,PERSONAL,97910,-6.21,106.85
acc922,BankP,PERSONAL,78616,-6.21,106.85
acc923,BankO,PREPAID,73756,34.05,-118.24
acc924,BankO,BUSINESS,41374,37.77,-122.42
acc925,BankC,PERSONAL,90850,-6.21,106.85
acc926,BankY,MERCHANT,43914,55.75,37.62
acc927,BankU,PERSONAL,12866,51.51,-0.13
acc928,BankE,PERSONAL,20231,48.85,2.35
acc929,BankO,PREPAID,52115,-6.21,106.85
acc930,BankS,MERCHANT,26646,51.51,-0.13
acc931,BankV,PREPAID,40286,-6.21,106.85
acc932,BankZ,PREPAID,57980,52.52,13.4
acc933,BankC,PERSONAL,81149,28.61,77.2
acc934,BankM,BUSINESS,39559,40.71,-74.01
acc935,BankL,PERSONAL,1110,28.61,77.2
acc936,BankL,PERSONAL,37989,40.71,-74.01
acc937,BankH,MERCHANT,93041,-6.21,106.85
acc938,BankM,PREPAID,94293,37.77,-122.42
acc939,BankM,MERCHANT,58041,28.61,77.2
acc940,BankG,BUSINESS,63242,48.85,2.35
acc941,BankG,MERCHANT,48223,37.77,-122.42
acc942,BankE,PREPAID,88826,48.85,2.35
acc943,BankE,PERSONAL,10403,40.71,-74.01
acc944,BankE,MERCHANT,87235,37.77,-122.42
acc945,BankE,PERSONAL,18985,37.77,-122.42
acc946,BankO,MERCHANT,82690,48.85,2.35
acc947,BankO,MERCHANT,73358,55.75,37.62
acc948,BankM,PREPAID,30588,48.85,2.35
acc949,BankN,PERSONAL,76751,55.75,37.62
acc950,BankX,BUSINESS,94340,28.61,77.2
acc951,BankI,MERCHANT,72587,-6.21,106.85
acc952,BankL,PERSONAL,5963,-6.21,106.85
acc953,BankP,PREPAID,15832,-6.21,106.85
acc954,BankP,PERSONAL,19623,28.61,77.2
acc955,BankY,PREPAID,61940,28.61,77.2
acc956,BankC,PERSONAL,33142,55.75,37.62
acc957,BankU,PERSONAL,90662,28.61,77.2
acc958,BankZ,PREPAID,81352,40.71,-74.01
acc959,BankK,PERSONAL,62455,55.75,37.62
acc960,BankQ,MERCHANT,76230,52.52,13.4
acc961,BankN,PREPAID,39616,35.68,139.69
acc962,BankF,PERSONAL,92101,-6.21,106.85
acc963,BankX,PREPAID,96285,-6.21,106.85
acc964,BankI,PERSONAL,83483,55.75,37.62
acc965,BankS,BUSINESS,76085,40.71,-74.01
acc966,BankV,PREPAID,97649,-6.21,106.85
acc967,BankA,PREPAID,64538,34.05,-118.24
acc968,BankE,PERSONAL,37418,35.68,139.69
acc969,BankE,PREPAID,37073,35.68,139.69
acc970,BankA,PERSONAL,80144,48.85,2.35
acc971,BankS,BUSINESS,87396,55.75,37.62
acc972,BankL,BUSINESS,35242,51.51,-0.13
acc973,BankP,BUSINESS,70125,40.71,-74.01
acc974,BankK,PERSONAL,20014,-6.21,106.85
acc975,BankE,MERCHANT,99665,37.77,-122.42
acc976,BankY,MERCHANT,32188,55.75,37.62
acc977,BankX,BUSINESS,28637,-6.21,106.85
acc978,BankX,PREPAID,8120,35.68,139.69
acc979,BankY,PERSONAL,7884,48.85,2.35
acc980,BankO,MERCHANT,63420,35.68,139.69
acc981,BankP,BUSINESS,50781,37.77,-122.42
acc982,BankP,PREPAID,20025,28.61,77.2
acc983,BankN,PERSONAL,38852,55.75,37.62
acc984,BankM,PREPAID,70501,40.71,-74.01
acc985,BankD,PREPAID,57595,-6.21,106.85
acc986,BankU,PREPAID,44904,35.68,139.69
acc987,BankI,PERSONAL,34468,-6.21,106.85
acc988,BankM,MERCHANT,89511,51.51,-0.13
acc989,BankX,BUSINESS,69151,52.52,13.4
acc990,BankV,BUSINESS,42060,28.61,77.2
acc991,BankA,PERSONAL,9906,40.71,-74.01
acc992,BankN,PERSONAL,69847,34.05,-118.24
acc993,BankV,MERCHANT,47073,51.51,-0.13
acc994,BankX,PREPAID,34016,51.51,-0.13
acc995,BankB,PERSONAL,82185,34.05,-118.24
acc996,BankB,BUSINESS,79562,34.05,-118.24
acc997,BankW,PERSONAL,12322,-6.21,106.85
acc998,BankE,MERCHANT,87034,-6.21,106.85
acc999,BankZ,BUSINESS,15528,48.85,2.35
acc1000,BankI,PREPAID,62204,34.05,-118.24
